Freq.	V(n003)
3.09029543251356e+003	(-6.31914353025319e-005dB,-2.17046148789784e-001°)
3.16227766016835e+003	(-6.61285780270126e-005dB,-2.22101752988714e-001°)
3.23593656929625e+003	(-6.92041418941053e-005dB,-2.27275113756340e-001°)
3.31131121482588e+003	(-7.24246502906717e-005dB,-2.32568973739410e-001°)
3.38844156139199e+003	(-7.57969340071752e-005dB,-2.37986139450809e-001°)
3.46736850452528e+003	(-7.93281457546090e-005dB,-2.43529482755877e-001°)
3.54813389233572e+003	(-8.30257753084159e-005dB,-2.49201942393264e-001°)
3.63078054770097e+003	(-8.68976653961028e-005dB,-2.55006525531104e-001°)
3.71535229097168e+003	(-9.09520283439983e-005dB,-2.60946309359331e-001°)
3.80189396320557e+003	(-9.51974634744937e-005dB,-2.67024442718971e-001°)
3.89045144994276e+003	(-9.96429753502249e-005dB,-2.73244147769258e-001°)
3.98107170553493e+003	(-1.04297992869077e-004dB,-2.79608721693455e-001°)
4.07380277804108e+003	(-1.09172389258255e-004dB,-2.86121538444262e-001°)
4.16869383470331e+003	(-1.14276503005060e-004dB,-2.92786050529729e-001°)
4.26579518801588e+003	(-1.19621159792872e-004dB,-2.99605790840608e-001°)
4.36515832240161e+003	(-1.25217695450088e-004dB,-3.06584374520094e-001°)
4.46683592150958e+003	(-1.31077979970883e-004dB,-3.13725500876929e-001°)
4.57088189614870e+003	(-1.37214442719698e-004dB,-3.21032955342870e-001°)
4.67735141287193e+003	(-1.43640098753922e-004dB,-3.28510611475534e-001°)
4.78630092322633e+003	(-1.50368576438412e-004dB,-3.36162433007676e-001°)
4.89778819368441e+003	(-1.57414146334542e-004dB,-3.43992475943937e-001°)
5.01187233627267e+003	(-1.64791751456423e-004dB,-3.52004890706184e-001°)
5.12861383991359e+003	(-1.72517038966681e-004dB,-3.60203924328531e-001°)
5.24807460249767e+003	(-1.80606393330204e-004dB,-3.68593922703183e-001°)
5.37031796370247e+003	(-1.89076971070576e-004dB,-3.77179332878278e-001°)
5.49540873857618e+003	(-1.97946737133160e-004dB,-3.85964705408890e-001°)
5.62341325190343e+003	(-2.07234502974497e-004dB,-3.94954696762437e-001°)
5.75439937337150e+003	(-2.16959966450456e-004dB,-4.04154071779704e-001°)
5.88843655355582e+003	(-2.27143753552440e-004dB,-4.13567706192777e-001°)
6.02559586074351e+003	(-2.37807462159574e-004dB,-4.23200589201153e-001°)
6.16595001861475e+003	(-2.48973707807015e-004dB,-4.33057826107380e-001°)
6.30957344480186e+003	(-2.60666171630618e-004dB,-4.43144641013550e-001°)
6.45654229034648e+003	(-2.72909650556609e-004dB,-4.53466379580044e-001°)
6.60693448007588e+003	(-2.85730109870492e-004dB,-4.64028511847929e-001°)
6.76082975391974e+003	(-2.99154738251218e-004dB,-4.74836635126453e-001°)
6.91830970918928e+003	(-3.13212005403935e-004dB,-4.85896476947099e-001°)
7.07945784384129e+003	(-3.27931722377383e-004dB,-4.97213898085710e-001°)
7.24435960074981e+003	(-3.43345104768724e-004dB,-5.08794895654209e-001°)
7.41310241300908e+003	(-3.59484838859508e-004dB,-5.20645606263478e-001°)
7.58577575029174e+003	(-3.76385150899102e-004dB,-5.32772309259004e-001°)
7.76247116628682e+003	(-3.94081879618892e-004dB,-5.45181430030902e-001°)
7.94328234724272e+003	(-4.12612552180155e-004dB,-5.57879543400000e-001°)
8.12830516164089e+003	(-4.32016463687193e-004dB,-5.70873377081658e-001°)
8.31763771102661e+003	(-4.52334760448452e-004dB,-5.84169815229076e-001°)
8.51138038202366e+003	(-4.73610527154929e-004dB,-5.97775902057843e-001°)
8.70963589956070e+003	(-4.95888878144210e-004dB,-6.11698845553519e-001°)
8.91250938133734e+003	(-5.19217052976445e-004dB,-6.25946021264109e-001°)
9.12010839355898e+003	(-5.43644516516767e-004dB,-6.40524976179278e-001°)
9.33254300796979e+003	(-5.69223063683062e-004dB,-6.55443432698221e-001°)
9.54992586021424e+003	(-5.96006929175268e-004dB,-6.70709292688146e-001°)
9.77237220955798e+003	(-6.24052902318243e-004dB,-6.86330641635318e-001°)
9.99999999999987e+003	(-6.53420447331668e-004dB,-7.02315752890718e-001°)
1.02329299228074e+004	(-6.84171829259488e-004dB,-7.18673092012344e-001°)
1.04712854805089e+004	(-7.16372245791561e-004dB,-7.35411321206253e-001°)
1.07151930523759e+004	(-7.50089965311498e-004dB,-7.52539303868480e-001°)
1.09647819614317e+004	(-7.85396471425767e-004dB,-7.70066109229990e-001°)
1.12201845430195e+004	(-8.22366614271695e-004dB,-7.88001017106869e-001°)
1.14815362149687e+004	(-8.61078768961927e-004dB,-8.06353522757998e-001°)
1.17489755493951e+004	(-9.01615001450761e-004dB,-8.25133341852479e-001°)
1.20226443461740e+004	(-9.44061242197641e-004dB,-8.44350415549139e-001°)
1.23026877081237e+004	(-9.88507468004248e-004dB,-8.64014915690456e-001°)
1.25892541179415e+004	(-1.03504789237870e-003dB,-8.84137250113290e-001°)
1.28824955169312e+004	(-1.08378116482790e-003dB,-9.04728068078854e-001°)
1.31825673855639e+004	(-1.13481057954194e-003dB,-9.25798265824376e-001°)
1.34896288259164e+004	(-1.18824429384329e-003dB,-9.47358992238940e-001°)
1.38038426460287e+004	(-1.24419555689605e-003dB,-9.69421654666049e-001°)
1.41253754462274e+004	(-1.30278294915481e-003dB,-9.91997924835451e-001°)
1.44543977074591e+004	(-1.36413063304627e-003dB,-1.01509974492683e+000°)
1.47910838816819e+004	(-1.42836861540622e-003dB,-1.03873933376798e+000°)
1.51356124843619e+004	(-1.49563302223265e-003dB,-1.06292919317012e+000°)
1.54881661891246e+004	(-1.56606638629776e-003dB,-1.08768211440302e+000°)
1.58489319246109e+004	(-1.63981794826454e-003dB,-1.11301118481262e+000°)
1.62181009735891e+004	(-1.71704397191164e-003dB,-1.13892979458396e+000°)
1.65958690743754e+004	(-1.79790807412515e-003dB,-1.16545164365200e+000°)
1.69824365246172e+004	(-1.88258157032111e-003dB,-1.19259074876332e+000°)
1.73780082874935e+004	(-1.97124383608713e-003dB,-1.22036145069127e+000°)
1.77827941003890e+004	(-2.06408268571549e-003dB,-1.24877842160752e+000°)
1.81970085860996e+004	(-2.16129476846593e-003dB,-1.27785667261272e+000°)
1.86208713666284e+004	(-2.26308598335617e-003dB,-1.30761156142918e+000°)
1.90546071796322e+004	(-2.36967191334351e-003dB,-1.33805880025827e+000°)
1.94984459975802e+004	(-2.48127827983593e-003dB,-1.36921446380545e+000°)
1.99526231496885e+004	(-2.59814141837751e-003dB,-1.40109499747569e+000°)
2.04173794466950e+004	(-2.72050877662196e-003dB,-1.43371722574208e+000°)
2.08929613085401e+004	(-2.84863943548674e-003dB,-1.46709836069043e+000°)
2.13796208950220e+004	(-2.98280465469741e-003dB,-1.50125601074253e+000°)
2.18776162394952e+004	(-3.12328844369682e-003dB,-1.53620818956096e+000°)
2.23872113856831e+004	(-3.27038815925619e-003dB,-1.57197332513791e+000°)
2.29086765276774e+004	(-3.42441513084633e-003dB,-1.60857026907078e+000°)
2.34422881531989e+004	(-3.58569531521824e-003dB,-1.64601830602723e+000°)
2.39883291901946e+004	(-3.75456998137903e-003dB,-1.68433716340188e+000°)
2.45470891568500e+004	(-3.93139642747064e-003dB,-1.72354702116748e+000°)
2.51188643150954e+004	(-4.11654873095974e-003dB,-1.76366852192261e+000°)
2.57039578276883e+004	(-4.31041853368732e-003dB,-1.80472278113834e+000°)
2.63026799189534e+004	(-4.51341586336386e-003dB,-1.84673139760589e+000°)
2.69153480392688e+004	(-4.72596999315683e-003dB,-1.88971646408734e+000°)
2.75422870333813e+004	(-4.94853034115795e-003dB,-1.93370057817133e+000°)
2.81838293126441e+004	(-5.18156741149401e-003dB,-1.97870685333534e+000°)
2.88403150312656e+004	(-5.42557377899206e-003dB,-2.02475893021623e+000°)
2.95120922666634e+004	(-5.68106511939309e-003dB,-2.07188098809033e+000°)
3.01995172040197e+004	(-5.94858128713964e-003dB,-2.12009775656415e+000°)
3.09029543251354e+004	(-6.22868744294506e-003dB,-2.16943452747681e+000°)
3.16227766016833e+004	(-6.52197523330280e-003dB,-2.21991716701462e+000°)
3.23593656929623e+004	(-6.82906402438488e-003dB,-2.27157212803830e+000°)
3.31131121482586e+004	(-7.15060219267318e-003dB,-2.32442646262289e+000°)
3.38844156139197e+004	(-7.48726847490498e-003dB,-2.37850783480997e+000°)
3.46736850452526e+004	(-7.83977338001214e-003dB,-2.43384453357165e+000°)
3.54813389233570e+004	(-8.20886066575897e-003dB,-2.49046548598512e+000°)
3.63078054770096e+004	(-8.59530888301106e-003dB,-2.54840027061646e+000°)
3.71535229097167e+004	(-8.99993299058059e-003dB,-2.60767913111150e+000°)
3.80189396320555e+004	(-9.42358604379888e-003dB,-2.66833298999131e+000°)
3.89045144994275e+004	(-9.86716096008108e-003dB,-2.73039346264940e+000°)
3.98107170553491e+004	(-1.03315923647879e-002dB,-2.79389287154661e+000°)
4.07380277804107e+004	(-1.08178585209913e-002dB,-2.85886426059970e+000°)
4.16869383470329e+004	(-1.13269833467334e-002dB,-2.92534140975836e+000°)
4.26579518801586e+004	(-1.18600385235806e-002dB,-2.99335884976484e+000°)
4.36515832240159e+004	(-1.24181457004530e-002dB,-3.06295187708956e+000°)
4.46683592150956e+004	(-1.30024787967970e-002dB,-3.13415656903516e+000°)
4.57088189614868e+004	(-1.36142664093601e-002dB,-3.20700979900033e+000°)
4.67735141287191e+004	(-1.42547943269778e-002dB,-3.28154925189392e+000°)
4.78630092322631e+004	(-1.49254081579637e-002dB,-3.35781343968863e+000°)
4.89778819368439e+004	(-1.56275160748325e-002dB,-3.43584171710221e+000°)
5.01187233627264e+004	(-1.63625916812762e-002dB,-3.51567429739317e+000°)
5.12861383991357e+004	(-1.71321770064795e-002dB,-3.59735226825611e+000°)
5.24807460249764e+004	(-1.79378856320418e-002dB,-3.68091760780078e+000°)
5.37031796370244e+004	(-1.87814059569581e-002dB,-3.76641320059696e+000°)
5.49540873857616e+004	(-1.96645046062589e-002dB,-3.85388285376582e+000°)
5.62341325190340e+004	(-2.05890299891575e-002dB,-3.94337131309640e+000°)
5.75439937337148e+004	(-2.15569160126612e-002dB,-4.03492427916394e+000°)
5.88843655355580e+004	(-2.25701859568300e-002dB,-4.12858842342471e+000°)
6.02559586074348e+004	(-2.36309565180751e-002dB,-4.22441140425963e+000°)
6.16595001861472e+004	(-2.47414420270118e-002dB,-4.32244188293665e+000°)
6.30957344480183e+004	(-2.59039588475608e-002dB,-4.42272953945939e+000°)
6.45654229034645e+004	(-2.71209299643046e-002dB,-4.52532508826637e+000°)
6.60693448007586e+004	(-2.83948897650729e-002dB,-4.63028029374289e+000°)
6.76082975391971e+004	(-2.97284890260214e-002dB,-4.73764798550388e+000°)
6.91830970918925e+004	(-3.11245001066993e-002dB,-4.84748207340309e+000°)
7.07945784384127e+004	(-3.25858223625375e-002dB,-4.95983756222046e+000°)
7.24435960074979e+004	(-3.41154877825699e-002dB,-5.07477056597542e+000°)
7.41310241300906e+004	(-3.57166668601624e-002dB,-5.19233832181051e+000°)
7.58577575029172e+004	(-3.73926747047250e-002dB,-5.31259920338473e+000°)
7.76247116628679e+004	(-3.91469774024768e-002dB,-5.43561273371224e+000°)
7.94328234724269e+004	(-4.09831986343712e-002dB,-5.56143959737689e+000°)
8.12830516164086e+004	(-4.29051265593805e-002dB,-5.69014165204818e+000°)
8.31763771102658e+004	(-4.49167209714016e-002dB,-5.82178193921884e+000°)
8.51138038202363e+004	(-4.70221207379895e-002dB,-5.95642469407897e+000°)
8.70963589956067e+004	(-4.92256515291079e-002dB,-6.09413535443514e+000°)
8.91250938133731e+004	(-5.15318338440971e-002dB,-6.23498056857749e+000°)
9.12010839355895e+004	(-5.39453913448682e-002dB,-6.37902820199036e+000°)
9.33254300796976e+004	(-5.64712595031995e-002dB,-6.52634734279607e+000°)
9.54992586021420e+004	(-5.91145945698740e-002dB,-6.67700830581347e+000°)
9.77237220955795e+004	(-6.18807828730480e-002dB,-6.83108263510575e+000°)
9.99999999999984e+004	(-6.47754504529925e-002dB,-6.98864310488401e+000°)
1.02329299228074e+005	(-6.78044730399513e-002dB,-7.14976371862480e+000°)
1.04712854805088e+005	(-7.09739863813331e-002dB,-7.31451970625115e+000°)
1.07151930523759e+005	(-7.42903969240107e-002dB,-7.48298751921773e+000°)
1.09647819614317e+005	(-7.77603928567823e-002dB,-7.65524482333155e+000°)
1.12201845430195e+005	(-8.13909555173198e-002dB,-7.83137048912973e+000°)
1.14815362149686e+005	(-8.51893711671552e-002dB,-8.01144457962608e+000°)
1.17489755493951e+005	(-8.91632431371708e-002dB,-8.19554833522791e+000°)
1.20226443461739e+005	(-9.33205043450571e-002dB,-8.38376415561375e+000°)
1.23026877081236e+005	(-9.76694301849565e-002dB,-8.57617557835224e+000°)
1.25892541179415e+005	(-1.02218651788080e-001dB,-8.77286725403072e+000°)
1.28824955169311e+005	(-1.06977169651574e-001dB,-8.97392491765151e+000°)
1.31825673855639e+005	(-1.11954367631174e-001dB,-9.17943535604202e+000°)
1.34896288259163e+005	(-1.17160027291337e-001dB,-9.38948637101337e+000°)
1.38038426460286e+005	(-1.22604342604285e-001dB,-9.60416673799102e+000°)
1.41253754462273e+005	(-1.28297934987250e-001dB,-9.82356615982900e+000°)
1.44543977074590e+005	(-1.34251868664535e-001dB,-1.00477752155085e+001°)
1.47910838816818e+005	(-1.40477666338253e-001dB,-1.02768853034100e+001°)
1.51356124843618e+005	(-1.46987325148583e-001dB,-1.05109885788384e+001°)
1.54881661891246e+005	(-1.53793332901003e-001dB,-1.07501778854680e+001°)
1.58489319246109e+005	(-1.60908684534485e-001dB,-1.09945466803692e+001°)
1.62181009735890e+005	(-1.68346898800570e-001dB,-1.12441889522636e+001°)
1.65958690743753e+005	(-1.76122035119240e-001dB,-1.14991991326523e+001°)
1.69824365246172e+005	(-1.84248710572855e-001dB,-1.17596719994522e+001°)
1.73780082874935e+005	(-1.92742116994646e-001dB,-1.20257025727700e+001°)
1.77827941003889e+005	(-2.01618038103061e-001dB,-1.22973860024411e+001°)
1.81970085860995e+005	(-2.10892866627841e-001dB,-1.25748174469578e+001°)
1.86208713666284e+005	(-2.20583621367668e-001dB,-1.28580919434114e+001°)
1.90546071796322e+005	(-2.30707964113285e-001dB,-1.31473042680767e+001°)
1.94984459975801e+005	(-2.41284216363245e-001dB,-1.34425487872707e+001°)
1.99526231496885e+005	(-2.52331375752762e-001dB,-1.37439192981286e+001°)
2.04173794466949e+005	(-2.63869132108836e-001dB,-1.40515088589490e+001°)
2.08929613085400e+005	(-2.75917883037494e-001dB,-1.43654096087802e+001°)
2.13796208950220e+005	(-2.88498748941121e-001dB,-1.46857125759348e+001°)
2.18776162394952e+005	(-3.01633587356014e-001dB,-1.50125074751487e+001°)
2.23872113856830e+005	(-3.15345006492020e-001dB,-1.53458824931286e+001°)
2.29086765276773e+005	(-3.29656377847816e-001dB,-1.56859240622661e+001°)
2.34422881531988e+005	(-3.44591847767064e-001dB,-1.60327166223422e+001°)
2.39883291901945e+005	(-3.60176347792047e-001dB,-1.63863423700879e+001°)
2.45470891568499e+005	(-3.76435603663169e-001dB,-1.67468809965255e+001°)
2.51188643150954e+005	(-3.93396142804370e-001dB,-1.71144094120760e+001°)
2.57039578276882e+005	(-4.11085300126487e-001dB,-1.74890014594848e+001°)
2.63026799189534e+005	(-4.29531221972964e-001dB,-1.78707276146990e+001°)
2.69153480392687e+005	(-4.48762868025133e-001dB,-1.82596546759111e+001°)
2.75422870333812e+005	(-4.68810010977749e-001dB,-1.86558454410815e+001°)
2.81838293126440e+005	(-4.89703233789685e-001dB,-1.90593583743505e+001°)
2.88403150312656e+005	(-5.11473924309833e-001dB,-1.94702472618662e+001°)
2.95120922666633e+005	(-5.34154267074660e-001dB,-1.98885608576688e+001°)
3.01995172040196e+005	(-5.57777232071311e-001dB,-2.03143425204063e+001°)
3.09029543251354e+005	(-5.82376560259421e-001dB,-2.07476298417857e+001°)
3.16227766016832e+005	(-6.07986745645501e-001dB,-2.11884542678136e+001°)
3.23593656929623e+005	(-6.34643013706635e-001dB,-2.16368407140270e+001°)
3.31131121482585e+005	(-6.62381295964964e-001dB,-2.20928071760724e+001°)
3.38844156139197e+005	(-6.91238200521864e-001dB,-2.25563643371548e+001°)
3.46736850452526e+005	(-7.21250978370372e-001dB,-2.30275151740408e+001°)
3.54813389233569e+005	(-7.52457485317059e-001dB,-2.35062545634706e+001°)
3.63078054770095e+005	(-7.84896139360079e-001dB,-2.39925688909989e+001°)
3.71535229097166e+005	(-8.18605873388679e-001dB,-2.44864356644536e+001°)
3.80189396320555e+005	(-8.53626083091334e-001dB,-2.49878231343616e+001°)
3.89045144994274e+005	(-8.89996569984950e-001dB,-2.54966899238502e+001°)
3.98107170553490e+005	(-9.27757479506121e-001dB,-2.60129846706763e+001°)
4.07380277804106e+005	(-9.66949234137478e-001dB,-2.65366456841729e+001°)
4.16869383470328e+005	(-1.00761246157772e+000dB,-2.70676006200237e+001°)
4.26579518801585e+005	(-1.04978791800253e+000dB,-2.76057661758757e+001°)
4.36515832240158e+005	(-1.09351640650560e+000dB,-2.81510478108809e+001°)
4.46683592150955e+005	(-1.13883869085356e+000dB,-2.87033394923166e+001°)
4.57088189614867e+005	(-1.18579540473637e+000dB,-2.92625234724557e+001°)
4.67735141287190e+005	(-1.23442695674381e+000dB,-2.98284700988585e+001°)
4.78630092322630e+005	(-1.28477343135041e+000dB,-3.04010376612174e+001°)
4.89778819368438e+005	(-1.33687448624352e+000dB,-3.09800722778087e+001°)
5.01187233627263e+005	(-1.39076924638216e+000dB,-3.15654078244944e+001°)
5.12861383991356e+005	(-1.44649619522736e+000dB,-3.21568659090552e+001°)
5.24807460249763e+005	(-1.50409306363650e+000dB,-3.27542558934412e+001°)
5.37031796370243e+005	(-1.56359671696443e+000dB,-3.33573749662825e+001°)
5.49540873857615e+005	(-1.62504304096192e+000dB,-3.39660082677150e+001°)
5.62341325190339e+005	(-1.68846682710574e+000dB,-3.45799290682509e+001°)
5.75439937337147e+005	(-1.75390165803466e+000dB,-3.51988990030512e+001°)
5.88843655355579e+005	(-1.82137979379991e+000dB,-3.58226683625540e+001°)
6.02559586074347e+005	(-1.89093205966675e+000dB,-3.64509764399658e+001°)
6.16595001861471e+005	(-1.96258773622511e+000dB,-3.70835519356552e+001°)
6.30957344480182e+005	(-2.03637445258047e+000dB,-3.77201134179861e+001°)
6.45654229034644e+005	(-2.11231808340137e+000dB,-3.83603698396154e+001°)
6.60693448007584e+005	(-2.19044265059602e+000dB,-3.90040211077476e+001°)
6.76082975391970e+005	(-2.27077023037704e+000dB,-3.96507587063083e+001°)
6.91830970918924e+005	(-2.35332086645090e+000dB,-4.03002663674644e+001°)
7.07945784384125e+005	(-2.43811249003622e+000dB,-4.09522207894042e+001°)
7.24435960074977e+005	(-2.52516084737302e+000dB,-4.16062923967869e+001°)
7.41310241300904e+005	(-2.61447943533436e+000dB,-4.22621461398036e+001°)
7.58577575029170e+005	(-2.70607944569197e+000dB,-4.29194423273547e+001°)
7.76247116628678e+005	(-2.79996971851978e+000dB,-4.35778374894593e+001°)
7.94328234724267e+005	(-2.89615670514463e+000dB,-4.42369852636723e+001°)
8.12830516164085e+005	(-2.99464444097232e+000dB,-4.48965373000032e+001°)
8.31763771102656e+005	(-3.09543452843170e+000dB,-4.55561441786113e+001°)
8.51138038202361e+005	(-3.19852613018935e+000dB,-4.62154563343985e+001°)
8.70963589956065e+005	(-3.30391597269602e+000dB,-4.68741249825401e+001°)
8.91250938133729e+005	(-3.41159836003298e+000dB,-4.75318030389820e+001°)
9.12010839355893e+005	(-3.52156519793386e+000dB,-4.81881460299919e+001°)
9.33254300796974e+005	(-3.63380602776753e+000dB,-4.88428129849848e+001°)
9.54992586021419e+005	(-3.74830807017998e+000dB,-4.94954673070403e+001°)
9.77237220955793e+005	(-3.86505627801090e+000dB,-5.01457776157926e+001°)
9.99999999999982e+005	(-3.98403339802372e+000dB,-5.07934185576973e+001°)
1.02329299228074e+006	(-4.10522004091779e+000dB,-5.14380715790507e+001°)
1.04712854805088e+006	(-4.22859475902930e+000dB,-5.20794256575645e+001°)
1.07151930523759e+006	(-4.35413413107368e+000dB,-5.27171779887539e+001°)
1.09647819614316e+006	(-4.48181285323751e+000dB,-5.33510346238925e+001°)
1.12201845430194e+006	(-4.61160383589251e+000dB,-5.39807110567981e+001°)
1.14815362149686e+006	(-4.74347830517867e+000dB,-5.46059327572435e+001°)
1.17489755493951e+006	(-4.87740590868708e+000dB,-5.52264356493185e+001°)
1.20226443461739e+006	(-5.01335482446650e+000dB,-5.58419665336025e+001°)
1.23026877081236e+006	(-5.15129187257980e+000dB,-5.64522834525239e+001°)
1.25892541179414e+006	(-5.29118262844740e+000dB,-5.70571559987937e+001°)
1.28824955169311e+006	(-5.43299153723351e+000dB,-5.76563655672734e+001°)
1.31825673855638e+006	(-5.57668202855707e+000dB,-5.82497055510977e+001°)
1.34896288259163e+006	(-5.72221663084194e+000dB,-5.88369814832841e+001°)
1.38038426460286e+006	(-5.86955708465872e+000dB,-5.94180111254476e+001°)
1.41253754462273e+006	(-6.01866445445365e+000dB,-5.99926245055783e+001°)
1.44543977074590e+006	(-6.16949923810655e+000dB,-6.05606639071383e+001°)
1.47910838816818e+006	(-6.32202147380909e+000dB,-6.11219838119923e+001°)
1.51356124843618e+006	(-6.47619084380656e+000dB,-6.16764507998972e+001°)
1.54881661891245e+006	(-6.63196677459858e+000dB,-6.22239434074469e+001°)
1.58489319246108e+006	(-6.78930853324752e+000dB,-6.27643519494966e+001°)
1.62181009735890e+006	(-6.94817531949612e+000dB,-6.32975783061769e+001°)
1.65958690743753e+006	(-7.10852635344741e+000dB,-6.38235356786609e+001°)
1.69824365246171e+006	(-7.27032095861024e+000dB,-6.43421483168601e+001°)
1.73780082874934e+006	(-7.43351864016205e+000dB,-6.48533512222076e+001°)
1.77827941003889e+006	(-7.59807915832576e+000dB,-6.53570898286405e+001°)
1.81970085860995e+006	(-7.76396259680090e+000dB,-6.58533196648210e+001°)
1.86208713666283e+006	(-7.93112942622848e+000dB,-6.63420060005386e+001°)
1.90546071796321e+006	(-8.09954056270592e+000dB,-6.68231234801242e+001°)
1.94984459975801e+006	(-8.26915742140126e+000dB,-6.72966557455702e+001°)
1.99526231496884e+006	(-8.43994196534562e+000dB,-6.77625950519153e+001°)
2.04173794466949e+006	(-8.61185674950927e+000dB,-6.82209418772903e+001°)
2.08929613085400e+006	(-8.78486496028946e+000dB,-6.86717045298664e+001°)
2.13796208950219e+006	(-8.95893045055773e+000dB,-6.91148987537795e+001°)
2.18776162394951e+006	(-9.13401777043114e+000dB,-6.95505473359357e+001°)
2.23872113856830e+006	(-9.31009219394499e+000dB,-6.99786797154379e+001°)
2.29086765276773e+006	(-9.48711974181557e+000dB,-7.03993315972029e+001°)
2.34422881531988e+006	(-9.66506720048924e+000dB,-7.08125445711805e+001°)
2.39883291901944e+006	(-9.84390213767998e+000dB,-7.12183657384228e+001°)
2.45470891568498e+006	(-1.00235929146008e+001dB,-7.16168473451024e+001°)
2.51188643150953e+006	(-1.02041086950957e+001dB,-7.20080464254320e+001°)
2.57039578276881e+006	(-1.03854194518793e+001dB,-7.23920244542974e+001°)
2.63026799189533e+006	(-1.05674959700873e+001dB,-7.27688470102878e+001°)
2.69153480392686e+006	(-1.07503098483408e+001dB,-7.31385834496831e+001°)
2.75422870333811e+006	(-1.09338334975194e+001dB,-7.35013065918460e+001°)
2.81838293126440e+006	(-1.11180401374362e+001dB,-7.38570924163588e+001°)
2.88403150312655e+006	(-1.13029037915970e+001dB,-7.42060197721525e+001°)
2.95120922666633e+006	(-1.14883992802249e+001dB,-7.45481700987826e+001°)
3.01995172040196e+006	(-1.16745022117179e+001dB,-7.48836271599321e+001°)
3.09029543251353e+006	(-1.18611889727031e+001dB,-7.52124767891439e+001°)
3.16227766016832e+006	(-1.20484367168423e+001dB,-7.55348066477278e+001°)
3.23593656929622e+006	(-1.22362233525337e+001dB,-7.58507059947245e+001°)
3.31131121482585e+006	(-1.24245275296485e+001dB,-7.61602654687626e+001°)
3.38844156139196e+006	(-1.26133286254305e+001dB,-7.64635768816014e+001°)
3.46736850452525e+006	(-1.28026067296796e+001dB,-7.67607330231127e+001°)
3.54813389233568e+006	(-1.29923426293324e+001dB,-7.70518274774262e+001°)
3.63078054770094e+006	(-1.31825177925427e+001dB,-7.73369544499345e+001°)
3.71535229097165e+006	(-1.33731143523608e+001dB,-7.76162086048336e+001°)
3.80189396320554e+006	(-1.35641150900986e+001dB,-7.78896849128568e+001°)
3.89045144994273e+006	(-1.37555034184634e+001dB,-7.81574785088474e+001°)
3.98107170553489e+006	(-1.39472633645351e+001dB,-7.84196845588055e+001°)
4.07380277804105e+006	(-1.41393795526547e+001dB,-7.86763981360371e+001°)
4.16869383470327e+006	(-1.43318371872864e+001dB,-7.89277141060327e+001°)
4.26579518801584e+006	(-1.45246220359096e+001dB,-7.91737270196985e+001°)
4.36515832240157e+006	(-1.47177204119899e+001dB,-7.94145310145659e+001°)
4.46683592150954e+006	(-1.49111191580759e+001dB,-7.96502197236091e+001°)
4.57088189614866e+006	(-1.51048056290607e+001dB,-7.98808861913041e+001°)
4.67735141287189e+006	(-1.52987676756438e+001dB,-8.01066227965686e+001°)
4.78630092322629e+006	(-1.54929936280259e+001dB,-8.03275211822306e+001°)
4.89778819368436e+006	(-1.56874722798618e+001dB,-8.05436721906831e+001°)
5.01187233627262e+006	(-1.58821928724967e+001dB,-8.07551658053880e+001°)
5.12861383991355e+006	(-1.60771450795058e+001dB,-8.09620910979064e+001°)
5.24807460249762e+006	(-1.62723189915532e+001dB,-8.11645361801410e+001°)
5.37031796370242e+006	(-1.64677051015855e+001dB,-8.13625881614872e+001°)
5.49540873857613e+006	(-1.66632942903716e+001dB,-8.15563331106019e+001°)
5.62341325190338e+006	(-1.68590778123966e+001dB,-8.17458560215089e+001°)
5.75439937337145e+006	(-1.70550472821186e+001dB,-8.19312407837725e+001°)
5.88843655355577e+006	(-1.72511946605920e+001dB,-8.21125701564823e+001°)
6.02559586074345e+006	(-1.74475122424616e+001dB,-8.22899257458019e+001°)
6.16595001861470e+006	(-1.76439926433279e+001dB,-8.24633879858494e+001°)
6.30957344480180e+006	(-1.78406287874854e+001dB,-8.26330361226831e+001°)
6.45654229034642e+006	(-1.80374138960313e+001dB,-8.27989482011828e+001°)
6.60693448007582e+006	(-1.82343414753438e+001dB,-8.29612010546228e+001°)
6.76082975391968e+006	(-1.84314053059254e+001dB,-8.31198702967458e+001°)
6.91830970918922e+006	(-1.86285994316082e+001dB,-8.32750303161564e+001°)
7.07945784384123e+006	(-1.88259181491163e+001dB,-8.34267542728623e+001°)
7.24435960074975e+006	(-1.90233559979782e+001dB,-8.35751140968009e+001°)
7.41310241300902e+006	(-1.92209077507859e+001dB,-8.37201804881984e+001°)
7.58577575029168e+006	(-1.94185684037914e+001dB,-8.38620229196163e+001°)
7.76247116628676e+006	(-1.96163331678352e+001dB,-8.40007096395504e+001°)
7.94328234724265e+006	(-1.98141974595986e+001dB,-8.41363076774524e+001°)
8.12830516164082e+006	(-2.00121568931732e+001dB,-8.42688828500561e+001°)
8.31763771102654e+006	(-2.02102072719386e+001dB,-8.43984997688929e+001°)
8.51138038202359e+006	(-2.04083445807406e+001dB,-8.45252218488916e+001°)
8.70963589956062e+006	(-2.06065649783630e+001dB,-8.46491113179633e+001°)
8.91250938133727e+006	(-2.08048647902826e+001dB,-8.47702292274773e+001°)
9.12010839355890e+006	(-2.10032405017016e+001dB,-8.48886354635419e+001°)
9.33254300796971e+006	(-2.12016887508465e+001dB,-8.50043887590083e+001°)
